'close-file','switch-file',584814,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,no-context-change
'open-file','switch-file',20116,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,no-context-change
'switch-file','open-file',12577,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,no-context-change
'switch-file','switch-file',104254,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,no-context-change
'close-file','switch-file',33412,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,no-context-change
'close-file','switch-file',105679,0,0,0,0,0,0,0.0,0.0,0,0,105679,105679,105679,105679,0,0.0,0,0,0.0,no-context-change
'add-file','add-package',26140,0,0,0,0,0,0,0.0,0.0,0,0,26140,26140,26140,26140,0,0.0,0,0,0.0,context-change
'add-file','add-file',214264,0,0,0,0,0,0,0.0,0.0,0,0,214264,214264,214264,214264,0,0.0,0,0,0.0,no-context-change
'add-package','add-file',108326,127,1,0,127,1,0,1.0,1.0,1,1,105938,108326,108326,105938,0,0.0,0,0,0.0,context-change
'add-file','add-package',28029,0,0,0,0,0,0,0.0,0.0,0,0,28029,28029,28029,28029,0,0.0,0,0,0.0,no-context-change
'switch-file','add-file',113286,49,0,0,49,0,0,0.0,0.0,0,0,85257,113286,113286,85257,0,0.0,0,0,0.0,no-context-change
'add-file','switch-file',21734,49,0,0,49,0,0,0.0,0.0,0,0,48923,6295,21734,91552,1,0.5,135024,0,0.0,no-context-change
'switch-file','add-file',136091,49,0,0,49,0,0,0.0,0.0,0,0,81742,22805,136091,22805,1,0.3333333333333333,157829,1,1.0,no-context-change
'switch-file','switch-file',5982,49,0,0,49,0,0,0.0,0.0,0,0,68803,243395,5982,130109,2,0.5,5984,0,0.0,no-context-change
'switch-file','switch-file',203231,49,0,0,49,0,0,0.0,0.0,0,0,142207,52128,203231,67140,3,0.6,203232,1,0.3333333333333333,no-context-change
'switch-file','switch-file',28114,49,0,0,49,0,0,0.0,0.0,0,0,56611,430476,28114,175117,4,0.6666666666666666,28161,2,0.5,no-context-change
'switch-file','switch-file',633614,11,7,6,7,0,0,0.0,0.0,0,0,556976,146910,633614,430383,5,0.7142857142857143,633615,3,0.6,no-context-change
'switch-file','switch-file',43722,0,4,0,6,1,0,0.0,0.0,0,0,102538,1076596,43722,589892,6,0.75,43723,4,0.6666666666666666,no-context-change
'switch-file','switch-file',123416,7,3,0,6,1,0,0.0,0.0,0,0,11451,1040624,123416,510198,7,0.7777777777777778,123418,5,0.7142857142857143,no-context-change
'switch-file','switch-file',41503,1,0,0,6,1,0,0.0,0.0,0,0,92218,1245953,41503,592111,8,0.8,41505,6,0.75,no-context-change
'switch-file','switch-file',66250,1,0,0,6,1,0,0.0,0.0,0,0,59088,1262709,66250,567364,9,0.8181818181818182,66252,7,0.7777777777777778,no-context-change
'switch-file','switch-file',26133,1,0,0,5,1,0,0.0,0.0,0,0,94281,1369076,26133,607481,10,0.8333333333333334,26135,8,0.8,no-context-change
'switch-file','switch-file',897634,29,3,0,7,1,0,0.0,0.0,0,0,784473,523708,897634,264020,11,0.8461538461538461,897636,9,0.8181818181818182,no-context-change
'switch-file','switch-file',10935,29,3,0,7,1,0,1.0,1.0,1,1,158260,2308041,10935,886699,12,0.8571428571428571,10936,10,0.8333333333333334,context-change
'switch-file','switch-file',113797,45,0,0,45,0,0,1.0,1.0,1,1,113797,113797,113797,113797,0,0.0,0,0,0.0,context-change
'switch-file','switch-file',90199,0,0,0,0,0,0,1.0,1.0,1,1,90199,90199,90199,90199,0,0.0,0,0,0.0,no-context-change
'switch-file','switch-file',9247,0,0,0,0,0,0,0.0,0.0,0,0,80952,80952,9247,80952,1,1.0,9249,0,0.0,no-context-change
'switch-file','switch-file',175407,4,0,0,1,0,0,1.0,2.0,1,1,125684,75961,175407,85208,2,1.0,175409,1,1.0,no-context-change
'switch-file','switch-file',94835,4,0,0,2,0,0,0.6666666666666666,2.0,0,1,3218,180018,94835,80572,3,1.0,94837,2,2.0,no-context-change
'switch-file','switch-file',231732,8,5,0,3,1,0,0.5,1.0,1,0,139310,137956,231732,56325,4,1.0,231733,3,1.5,context-change
'switch-file','switch-file',606729,34,0,0,34,0,0,1.0,1.0,1,1,606729,606729,606729,606729,0,0.0,0,0,0.0,context-change
'switch-file','switch-file',86319,0,2,0,0,2,0,0.0,0.0,0,0,86319,86319,86319,86319,0,0.0,0,0,0.0,no-context-change
'switch-file','switch-file',34545,0,2,0,0,2,0,0.0,0.0,0,0,51774,51774,34545,51774,1,1.0,34546,0,0.0,no-context-change
'switch-file','switch-file',744835,21,1,0,7,1,0,0.0,0.0,0,0,684403,623971,744835,658516,2,1.0,744837,1,1.0,no-context-change
'switch-file','switch-file',5823,21,1,0,7,1,0,1.0,1.0,1,1,282743,859876,5823,739012,3,1.0,5824,2,2.0,context-change
'switch-file','switch-file',123357,11,0,0,11,0,0,1.0,1.0,1,1,123357,123357,123357,123357,0,0.0,0,0,0.0,context-change
'switch-file','switch-file',19125,0,0,0,0,0,0,1.0,1.0,1,1,19125,19125,19125,19125,0,0.0,0,0,0.0,no-context-change
'switch-file','switch-file',16041,0,1,0,0,0,0,0.0,0.0,0,0,3084,3084,16041,3084,1,1.0,16043,0,0.0,no-context-change
